#sgRNA,Time,Rep1,Rep1,Avg1,Avg,SD,Condition,Strain,Other Name,sgRNA,ss,,sgRNA_#,Gene,Product,Locus Tag,EG,K56-2_Locus_Tag,Stock,Stock2,Leg,Leg2,Legend,Pathway,COG,COD ID
,4,0.1105,0.1015,0.094,0.094,0.006363961,(+) Rhamnose,,0,1895,CRISPRi Mutants,_,1895_0,WQ49_RS11880,glutathione S-transferase,WQ49_RS11880,WQ49_RS11880,K562_RS01730,887,887,(,),1895(887),Others,O,COG0625
,5,0.1105,0.102,0.0975,0.0975,0.006010408,(+) Rhamnose,,0,1895,CRISPRi Mutants,_,1895_0,WQ49_RS11880,glutathione S-transferase,WQ49_RS11880,WQ49_RS11880,K562_RS01730,887,887,(,),1895(887),Others,O,COG0625
,6,0.114,0.104,0.109,0.109,0.007071068,(+) Rhamnose,,0,1895,CRISPRi Mutants,_,1895_0,WQ49_RS11880,glutathione S-transferase,WQ49_RS11880,WQ49_RS11880,K562_RS01730,887,887,(,),1895(887),Others,O,COG0625
,7,0.126,0.1095,0.11775,0.11775,0.011667262,(+) Rhamnose,,0,1895,CRISPRi Mutants,_,1895_0,WQ49_RS11880,glutathione S-transferase,WQ49_RS11880,WQ49_RS11880,K562_RS01730,887,887,(,),1895(887),Others,O,COG0625
,8,0.1545,0.1225,0.1385,0.1385,0.022627417,(+) Rhamnose,,0,1895,CRISPRi Mutants,_,1895_0,WQ49_RS11880,glutathione S-transferase,WQ49_RS11880,WQ49_RS11880,K562_RS01730,887,887,(,),1895(887),Others,O,COG0625
,9,0.2505,0.1625,0.2065,0.2065,0.062225397,(+) Rhamnose,,0,1895,CRISPRi Mutants,_,1895_0,WQ49_RS11880,glutathione S-transferase,WQ49_RS11880,WQ49_RS11880,K562_RS01730,887,887,(,),1895(887),Others,O,COG0625
,10,0.284,0.213,0.2485,0.2485,0.050204581,(+) Rhamnose,,0,1895,CRISPRi Mutants,_,1895_0,WQ49_RS11880,glutathione S-transferase,WQ49_RS11880,WQ49_RS11880,K562_RS01730,887,887,(,),1895(887),Others,O,COG0625
,11,0.3245,0.2505,0.2875,0.2875,0.052325902,(+) Rhamnose,,0,1895,CRISPRi Mutants,_,1895_0,WQ49_RS11880,glutathione S-transferase,WQ49_RS11880,WQ49_RS11880,K562_RS01730,887,887,(,),1895(887),Others,O,COG0625
,12,0.3625,0.2955,0.329,0.329,0.047376154,(+) Rhamnose,,0,1895,CRISPRi Mutants,_,1895_0,WQ49_RS11880,glutathione S-transferase,WQ49_RS11880,WQ49_RS11880,K562_RS01730,887,887,(,),1895(887),Others,O,COG0625
,13,0.4155,0.338,0.37675,0.37675,0.054800776,(+) Rhamnose,,0,1895,CRISPRi Mutants,_,1895_0,WQ49_RS11880,glutathione S-transferase,WQ49_RS11880,WQ49_RS11880,K562_RS01730,887,887,(,),1895(887),Others,O,COG0625
,14,0.464,0.374,0.419,0.419,0.06363961,(+) Rhamnose,,0,1895,CRISPRi Mutants,_,1895_0,WQ49_RS11880,glutathione S-transferase,WQ49_RS11880,WQ49_RS11880,K562_RS01730,887,887,(,),1895(887),Others,O,COG0625
,15,0.5085,0.412,0.46025,0.46025,0.068235804,(+) Rhamnose,,0,1895,CRISPRi Mutants,_,1895_0,WQ49_RS11880,glutathione S-transferase,WQ49_RS11880,WQ49_RS11880,K562_RS01730,887,887,(,),1895(887),Others,O,COG0625
,16,0.548,0.451,0.4995,0.4995,0.068589358,(+) Rhamnose,,0,1895,CRISPRi Mutants,_,1895_0,WQ49_RS11880,glutathione S-transferase,WQ49_RS11880,WQ49_RS11880,K562_RS01730,887,887,(,),1895(887),Others,O,COG0625
,17,0.585,0.494,0.5395,0.5395,0.064346717,(+) Rhamnose,,0,1895,CRISPRi Mutants,_,1895_0,WQ49_RS11880,glutathione S-transferase,WQ49_RS11880,WQ49_RS11880,K562_RS01730,887,887,(,),1895(887),Others,O,COG0625
,18,0.625,0.5415,0.58325,0.58325,0.059043416,(+) Rhamnose,,0,1895,CRISPRi Mutants,_,1895_0,WQ49_RS11880,glutathione S-transferase,WQ49_RS11880,WQ49_RS11880,K562_RS01730,887,887,(,),1895(887),Others,O,COG0625
,19,0.6805,0.5945,0.6375,0.6375,0.060811183,(+) Rhamnose,,0,1895,CRISPRi Mutants,_,1895_0,WQ49_RS11880,glutathione S-transferase,WQ49_RS11880,WQ49_RS11880,K562_RS01730,887,887,(,),1895(887),Others,O,COG0625
,20,0.7505,0.6685,0.7095,0.7095,0.057982756,(+) Rhamnose,,0,1895,CRISPRi Mutants,_,1895_0,WQ49_RS11880,glutathione S-transferase,WQ49_RS11880,WQ49_RS11880,K562_RS01730,887,887,(,),1895(887),Others,O,COG0625
,0,0.1125,0.128,0.01995,0.01995,0.010960155,(+) Rhamnose,,0,1907,CRISPRi Mutants,_,1907_0,WQ49_RS12320,50S ribosomal protein L29,WQ49_RS12320,WQ49_RS12320,K562_RS01290,888,888,(,),1907(888),Ribosome biogenesis,J,COG0255
,1,0.113,0.115,0.00875,0.00875,0.001414214,(+) Rhamnose,,0,1907,CRISPRi Mutants,_,1907_0,WQ49_RS12320,50S ribosomal protein L29,WQ49_RS12320,WQ49_RS12320,K562_RS01290,888,888,(,),1907(888),Ribosome biogenesis,J,COG0255
,2,0.01325,0.1075,0.00617,0.00617,0.002474874,(+) Rhamnose,,0,1907,CRISPRi Mutants,_,1907_0,WQ49_RS12320,50S ribosomal protein L29,WQ49_RS12320,WQ49_RS12320,K562_RS01290,888,888,(,),1907(888),Ribosome biogenesis,J,COG0255
,3,0.02025,0.1095,0.02075,0.02075,0.00106066,(+) Rhamnose,,0,1907,CRISPRi Mutants,_,1907_0,WQ49_RS12320,50S ribosomal protein L29,WQ49_RS12320,WQ49_RS12320,K562_RS01290,888,888,(,),1907(888),Ribosome biogenesis,J,COG0255
,4,0.1105,0.111,0.094,0.094,0.000353553,(+) Rhamnose,,0,1907,CRISPRi Mutants,_,1907_0,WQ49_RS12320,50S ribosomal protein L29,WQ49_RS12320,WQ49_RS12320,K562_RS01290,888,888,(,),1907(888),Ribosome biogenesis,J,COG0255
,5,0.11,0.112,0.0975,0.0975,0.001414214,(+) Rhamnose,,0,1907,CRISPRi Mutants,_,1907_0,WQ49_RS12320,50S ribosomal protein L29,WQ49_RS12320,WQ49_RS12320,K562_RS01290,888,888,(,),1907(888),Ribosome biogenesis,J,COG0255
,6,0.1105,0.112,0.11125,0.11125,0.00106066,(+) Rhamnose,,0,1907,CRISPRi Mutants,_,1907_0,WQ49_RS12320,50S ribosomal protein L29,WQ49_RS12320,WQ49_RS12320,K562_RS01290,888,888,(,),1907(888),Ribosome biogenesis,J,COG0255
,7,0.1105,0.1125,0.1115,0.1115,0.001414214,(+) Rhamnose,,0,1907,CRISPRi Mutants,_,1907_0,WQ49_RS12320,50S ribosomal protein L29,WQ49_RS12320,WQ49_RS12320,K562_RS01290,888,888,(,),1907(888),Ribosome biogenesis,J,COG0255
,8,0.111,0.1125,0.11175,0.11175,0.00106066,(+) Rhamnose,,0,1907,CRISPRi Mutants,_,1907_0,WQ49_RS12320,50S ribosomal protein L29,WQ49_RS12320,WQ49_RS12320,K562_RS01290,888,888,(,),1907(888),Ribosome biogenesis,J,COG0255
,9,0.112,0.1125,0.11225,0.11225,0.000353553,(+) Rhamnose,,0,1907,CRISPRi Mutants,_,1907_0,WQ49_RS12320,50S ribosomal protein L29,WQ49_RS12320,WQ49_RS12320,K562_RS01290,888,888,(,),1907(888),Ribosome biogenesis,J,COG0255
,10,0.1125,0.113,0.11275,0.11275,0.000353553,(+) Rhamnose,,0,1907,CRISPRi Mutants,_,1907_0,WQ49_RS12320,50S ribosomal protein L29,WQ49_RS12320,WQ49_RS12320,K562_RS01290,888,888,(,),1907(888),Ribosome biogenesis,J,COG0255
,11,0.1145,0.1135,0.114,0.114,0.000707107,(+) Rhamnose,,0,1907,CRISPRi Mutants,_,1907_0,WQ49_RS12320,50S ribosomal protein L29,WQ49_RS12320,WQ49_RS12320,K562_RS01290,888,888,(,),1907(888),Ribosome biogenesis,J,COG0255
,12,0.1155,0.113,0.11425,0.11425,0.001767767,(+) Rhamnose,,0,1907,CRISPRi Mutants,_,1907_0,WQ49_RS12320,50S ribosomal protein L29,WQ49_RS12320,WQ49_RS12320,K562_RS01290,888,888,(,),1907(888),Ribosome biogenesis,J,COG0255
,13,0.1185,0.1135,0.116,0.116,0.003535534,(+) Rhamnose,,0,1907,CRISPRi Mutants,_,1907_0,WQ49_RS12320,50S ribosomal protein L29,WQ49_RS12320,WQ49_RS12320,K562_RS01290,888,888,(,),1907(888),Ribosome biogenesis,J,COG0255
,14,0.122,0.114,0.118,0.118,0.005656854,(+) Rhamnose,,0,1907,CRISPRi Mutants,_,1907_0,WQ49_RS12320,50S ribosomal protein L29,WQ49_RS12320,WQ49_RS12320,K562_RS01290,888,888,(,),1907(888),Ribosome biogenesis,J,COG0255
,15,0.13,0.1165,0.12325,0.12325,0.009545942,(+) Rhamnose,,0,1907,CRISPRi Mutants,_,1907_0,WQ49_RS12320,50S ribosomal protein L29,WQ49_RS12320,WQ49_RS12320,K562_RS01290,888,888,(,),1907(888),Ribosome biogenesis,J,COG0255
,16,0.1465,0.1225,0.1345,0.1345,0.016970563,(+) Rhamnose,,0,1907,CRISPRi Mutants,_,1907_0,WQ49_RS12320,50S ribosomal protein L29,WQ49_RS12320,WQ49_RS12320,K562_RS01290,888,888,(,),1907(888),Ribosome biogenesis,J,COG0255
,17,0.2125,0.1345,0.1735,0.1735,0.055154329,(+) Rhamnose,,0,1907,CRISPRi Mutants,_,1907_0,WQ49_RS12320,50S ribosomal protein L29,WQ49_RS12320,WQ49_RS12320,K562_RS01290,888,888,(,),1907(888),Ribosome biogenesis,J,COG0255
,18,0.2365,0.1655,0.201,0.201,0.050204581,(+) Rhamnose,,0,1907,CRISPRi Mutants,_,1907_0,WQ49_RS12320,50S ribosomal protein L29,WQ49_RS12320,WQ49_RS12320,K562_RS01290,888,888,(,),1907(888),Ribosome biogenesis,J,COG0255
,19,0.2495,0.1955,0.2225,0.2225,0.038183766,(+) Rhamnose,,0,1907,CRISPRi Mutants,_,1907_0,WQ49_RS12320,50S ribosomal protein L29,WQ49_RS12320,WQ49_RS12320,K562_RS01290,888,888,(,),1907(888),Ribosome biogenesis,J,COG0255
,20,0.2615,0.2165,0.239,0.239,0.031819805,(+) Rhamnose,,0,1907,CRISPRi Mutants,_,1907_0,WQ49_RS12320,50S ribosomal protein L29,WQ49_RS12320,WQ49_RS12320,K562_RS01290,888,888,(,),1907(888),Ribosome biogenesis,J,COG0255
,0,0.116,0.1385,0.01995,0.01995,0.015909903,(+) Rhamnose,,0,1915,CRISPRi Mutants,_,1915_0,WQ49_RS13265,hypothetical protein,WQ49_RS13265,WQ49_RS13265,K562_RS00435,889,889,(,),1915(889),Others,-,-
,1,0.1135,0.1205,0.00875,0.00875,0.004949747,(+) Rhamnose,,0,1915,CRISPRi Mutants,_,1915_0,WQ49_RS13265,hypothetical protein,WQ49_RS13265,WQ49_RS13265,K562_RS00435,889,889,(,),1915(889),Others,-,-
,2,0.01325,0.1165,0.00617,0.00617,0.002828427,(+) Rhamnose,,0,1915,CRISPRi Mutants,_,1915_0,WQ49_RS13265,hypothetical protein,WQ49_RS13265,WQ49_RS13265,K562_RS00435,889,889,(,),1915(889),Others,-,-
,3,0.02025,0.1145,0.02075,0.02075,0.001414214,(+) Rhamnose,,0,1915,CRISPRi Mutants,_,1915_0,WQ49_RS13265,hypothetical protein,WQ49_RS13265,WQ49_RS13265,K562_RS00435,889,889,(,),1915(889),Others,-,-
,4,0.116,0.116,0.094,0.094,0,(+) Rhamnose,,0,1915,CRISPRi Mutants,_,1915_0,WQ49_RS13265,hypothetical protein,WQ49_RS13265,WQ49_RS13265,K562_RS00435,889,889,(,),1915(889),Others,-,-
,5,0.122,0.1165,0.0975,0.0975,0.003889087,(+) Rhamnose,,0,1915,CRISPRi Mutants,_,1915_0,WQ49_RS13265,hypothetical protein,WQ49_RS13265,WQ49_RS13265,K562_RS00435,889,889,(,),1915(889),Others,-,-
,6,0.1395,0.1185,0.129,0.129,0.014849242,(+) Rhamnose,,0,1915,CRISPRi Mutants,_,1915_0,WQ49_RS13265,hypothetical protein,WQ49_RS13265,WQ49_RS13265,K562_RS00435,889,889,(,),1915(889),Others,-,-
,7,0.218,0.122,0.17,0.17,0.067882251,(+) Rhamnose,,0,1915,CRISPRi Mutants,_,1915_0,WQ49_RS13265,hypothetical protein,WQ49_RS13265,WQ49_RS13265,K562_RS00435,889,889,(,),1915(889),Others,-,-
,8,0.2525,0.13,0.19125,0.19125,0.086620581,(+) Rhamnose,,0,1915,CRISPRi Mutants,_,1915_0,WQ49_RS13265,hypothetical protein,WQ49_RS13265,WQ49_RS13265,K562_RS00435,889,889,(,),1915(889),Others,-,-
,9,0.278,0.149,0.2135,0.2135,0.091216775,(+) Rhamnose,,0,1915,CRISPRi Mutants,_,1915_0,WQ49_RS13265,hypothetical protein,WQ49_RS13265,WQ49_RS13265,K562_RS00435,889,889,(,),1915(889),Others,-,-
,10,0.304,0.2145,0.25925,0.25925,0.063286057,(+) Rhamnose,,0,1915,CRISPRi Mutants,_,1915_0,WQ49_RS13265,hypothetical protein,WQ49_RS13265,WQ49_RS13265,K562_RS00435,889,889,(,),1915(889),Others,-,-
,11,0.334,0.2455,0.28975,0.28975,0.06257895,(+) Rhamnose,,0,1915,CRISPRi Mutants,_,1915_0,WQ49_RS13265,hypothetical protein,WQ49_RS13265,WQ49_RS13265,K562_RS00435,889,889,(,),1915(889),Others,-,-
,12,0.3625,0.279,0.32075,0.32075,0.059043416,(+) Rhamnose,,0,1915,CRISPRi Mutants,_,1915_0,WQ49_RS13265,hypothetical protein,WQ49_RS13265,WQ49_RS13265,K562_RS00435,889,889,(,),1915(889),Others,-,-
,13,0.396,0.319,0.3575,0.3575,0.054447222,(+) Rhamnose,,0,1915,CRISPRi Mutants,_,1915_0,WQ49_RS13265,hypothetical protein,WQ49_RS13265,WQ49_RS13265,K562_RS00435,889,889,(,),1915(889),Others,-,-
,14,0.4265,0.36,0.39325,0.39325,0.047022601,(+) Rhamnose,,0,1915,CRISPRi Mutants,_,1915_0,WQ49_RS13265,hypothetical protein,WQ49_RS13265,WQ49_RS13265,K562_RS00435,889,889,(,),1915(889),Others,-,-
,15,0.4605,0.4025,0.4315,0.4315,0.041012193,(+) Rhamnose,,0,1915,CRISPRi Mutants,_,1915_0,WQ49_RS13265,hypothetical protein,WQ49_RS13265,WQ49_RS13265,K562_RS00435,889,889,(,),1915(889),Others,-,-
,16,0.5,0.45,0.475,0.475,0.035355339,(+) Rhamnose,,0,1915,CRISPRi Mutants,_,1915_0,WQ49_RS13265,hypothetical protein,WQ49_RS13265,WQ49_RS13265,K562_RS00435,889,889,(,),1915(889),Others,-,-
,17,0.5515,0.5065,0.529,0.529,0.031819805,(+) Rhamnose,,0,1915,CRISPRi Mutants,_,1915_0,WQ49_RS13265,hypothetical protein,WQ49_RS13265,WQ49_RS13265,K562_RS00435,889,889,(,),1915(889),Others,-,-
,18,0.62,0.58,0.6,0.6,0.028284271,(+) Rhamnose,,0,1915,CRISPRi Mutants,_,1915_0,WQ49_RS13265,hypothetical protein,WQ49_RS13265,WQ49_RS13265,K562_RS00435,889,889,(,),1915(889),Others,-,-
,19,0.709,0.688,0.6985,0.6985,0.014849242,(+) Rhamnose,,0,1915,CRISPRi Mutants,_,1915_0,WQ49_RS13265,hypothetical protein,WQ49_RS13265,WQ49_RS13265,K562_RS00435,889,889,(,),1915(889),Others,-,-
,20,0.8035,0.784,0.79375,0.79375,0.013788582,(+) Rhamnose,,0,1915,CRISPRi Mutants,_,1915_0,WQ49_RS13265,hypothetical protein,WQ49_RS13265,WQ49_RS13265,K562_RS00435,889,889,(,),1915(889),Others,-,-
,0,0.0985,0.1555,0.01995,0.01995,0.040305087,(+) Rhamnose,,0,1918,CRISPRi Mutants,_,1918_0,WQ49_RS13990,chromosome partitioning protein ParB,WQ49_RS13990,WQ49_RS13990,K562_RS34870,890,890,(,),1918(890),Others,K,COG1475
,1,0.0995,0.1305,0.00875,0.00875,0.02192031,(+) Rhamnose,,0,1918,CRISPRi Mutants,_,1918_0,WQ49_RS13990,chromosome partitioning protein ParB,WQ49_RS13990,WQ49_RS13990,K562_RS34870,890,890,(,),1918(890),Others,K,COG1475
,2,0.01325,0.1275,0.00617,0.00617,0.01873833,(+) Rhamnose,,0,1918,CRISPRi Mutants,_,1918_0,WQ49_RS13990,chromosome partitioning protein ParB,WQ49_RS13990,WQ49_RS13990,K562_RS34870,890,890,(,),1918(890),Others,K,COG1475
,3,0.02025,0.125,0.02075,0.02075,0.015556349,(+) Rhamnose,,0,1918,CRISPRi Mutants,_,1918_0,WQ49_RS13990,chromosome partitioning protein ParB,WQ49_RS13990,WQ49_RS13990,K562_RS34870,890,890,(,),1918(890),Others,K,COG1475
,4,0.109,0.124,0.094,0.094,0.010606602,(+) Rhamnose,,0,1918,CRISPRi Mutants,_,1918_0,WQ49_RS13990,chromosome partitioning protein ParB,WQ49_RS13990,WQ49_RS13990,K562_RS34870,890,890,(,),1918(890),Others,K,COG1475
,5,0.124,0.1245,0.0975,0.0975,0.000353553,(+) Rhamnose,,0,1918,CRISPRi Mutants,_,1918_0,WQ49_RS13990,chromosome partitioning protein ParB,WQ49_RS13990,WQ49_RS13990,K562_RS34870,890,890,(,),1918(890),Others,K,COG1475
,6,0.1665,0.1275,0.147,0.147,0.027577164,(+) Rhamnose,,0,1918,CRISPRi Mutants,_,1918_0,WQ49_RS13990,chromosome partitioning protein ParB,WQ49_RS13990,WQ49_RS13990,K562_RS34870,890,890,(,),1918(890),Others,K,COG1475
,7,0.217,0.137,0.177,0.177,0.056568542,(+) Rhamnose,,0,1918,CRISPRi Mutants,_,1918_0,WQ49_RS13990,chromosome partitioning protein ParB,WQ49_RS13990,WQ49_RS13990,K562_RS34870,890,890,(,),1918(890),Others,K,COG1475
,8,0.2545,0.162,0.20825,0.20825,0.065407377,(+) Rhamnose,,0,1918,CRISPRi Mutants,_,1918_0,WQ49_RS13990,chromosome partitioning protein ParB,WQ49_RS13990,WQ49_RS13990,K562_RS34870,890,890,(,),1918(890),Others,K,COG1475
,9,0.2885,0.231,0.25975,0.25975,0.04065864,(+) Rhamnose,,0,1918,CRISPRi Mutants,_,1918_0,WQ49_RS13990,chromosome partitioning protein ParB,WQ49_RS13990,WQ49_RS13990,K562_RS34870,890,890,(,),1918(890),Others,K,COG1475
,10,0.332,0.273,0.3025,0.3025,0.0417193,(+) Rhamnose,,0,1918,CRISPRi Mutants,_,1918_0,WQ49_RS13990,chromosome partitioning protein ParB,WQ49_RS13990,WQ49_RS13990,K562_RS34870,890,890,(,),1918(890),Others,K,COG1475
,11,0.372,0.321,0.3465,0.3465,0.036062446,(+) Rhamnose,,0,1918,CRISPRi Mutants,_,1918_0,WQ49_RS13990,chromosome partitioning protein ParB,WQ49_RS13990,WQ49_RS13990,K562_RS34870,890,890,(,),1918(890),Others,K,COG1475
,12,0.4235,0.3715,0.3975,0.3975,0.036769553,(+) Rhamnose,,0,1918,CRISPRi Mutants,_,1918_0,WQ49_RS13990,chromosome partitioning protein ParB,WQ49_RS13990,WQ49_RS13990,K562_RS34870,890,890,(,),1918(890),Others,K,COG1475
,13,0.5035,0.4315,0.4675,0.4675,0.050911688,(+) Rhamnose,,0,1918,CRISPRi Mutants,_,1918_0,WQ49_RS13990,chromosome partitioning protein ParB,WQ49_RS13990,WQ49_RS13990,K562_RS34870,890,890,(,),1918(890),Others,K,COG1475
,14,0.615,0.5085,0.56175,0.56175,0.075306872,(+) Rhamnose,,0,1918,CRISPRi Mutants,_,1918_0,WQ49_RS13990,chromosome partitioning protein ParB,WQ49_RS13990,WQ49_RS13990,K562_RS34870,890,890,(,),1918(890),Others,K,COG1475
,15,0.736,0.6135,0.67475,0.67475,0.086620581,(+) Rhamnose,,0,1918,CRISPRi Mutants,_,1918_0,WQ49_RS13990,chromosome partitioning protein ParB,WQ49_RS13990,WQ49_RS13990,K562_RS34870,890,890,(,),1918(890),Others,K,COG1475
,16,0.8525,0.733,0.79275,0.79275,0.08449926,(+) Rhamnose,,0,1918,CRISPRi Mutants,_,1918_0,WQ49_RS13990,chromosome partitioning protein ParB,WQ49_RS13990,WQ49_RS13990,K562_RS34870,890,890,(,),1918(890),Others,K,COG1475
,17,0.9635,0.8585,0.911,0.911,0.074246212,(+) Rhamnose,,0,1918,CRISPRi Mutants,_,1918_0,WQ49_RS13990,chromosome partitioning protein ParB,WQ49_RS13990,WQ49_RS13990,K562_RS34870,890,890,(,),1918(890),Others,K,COG1475
,18,1.069,0.9705,1.01975,1.01975,0.069650018,(+) Rhamnose,,0,1918,CRISPRi Mutants,_,1918_0,WQ49_RS13990,chromosome partitioning protein ParB,WQ49_RS13990,WQ49_RS13990,K562_RS34870,890,890,(,),1918(890),Others,K,COG1475
,19,1.168,1.0905,1.12925,1.12925,0.054800776,(+) Rhamnose,,0,1918,CRISPRi Mutants,_,1918_0,WQ49_RS13990,chromosome partitioning protein ParB,WQ49_RS13990,WQ49_RS13990,K562_RS34870,890,890,(,),1918(890),Others,K,COG1475
,20,1.254,1.203,1.2285,1.2285,0.036062446,(+) Rhamnose,,0,1918,CRISPRi Mutants,_,1918_0,WQ49_RS13990,chromosome partitioning protein ParB,WQ49_RS13990,WQ49_RS13990,K562_RS34870,890,890,(,),1918(890),Others,K,COG1475
,0,0.011,0.011,0.01995,0.01995,0,(+) Rhamnose,,0,1928,CRISPRi Mutants,_,1928_0,WQ49_RS16475,sporulation protein,WQ49_RS16475,WQ49_RS16475,K562_RS22220,928,928,(,),1928(928),Others,-,-
,1,0.011,0.011,0.00875,0.00875,0,(+) Rhamnose,,0,1928,CRISPRi Mutants,_,1928_0,WQ49_RS16475,sporulation protein,WQ49_RS16475,WQ49_RS16475,K562_RS22220,928,928,(,),1928(928),Others,-,-
,2,0.01325,0.013,0.00617,0.00617,0,(+) Rhamnose,,0,1928,CRISPRi Mutants,_,1928_0,WQ49_RS16475,sporulation protein,WQ49_RS16475,WQ49_RS16475,K562_RS22220,928,928,(,),1928(928),Others,-,-
,3,0.02025,0.017,0.02075,0.02075,0,(+) Rhamnose,,0,1928,CRISPRi Mutants,_,1928_0,WQ49_RS16475,sporulation protein,WQ49_RS16475,WQ49_RS16475,K562_RS22220,928,928,(,),1928(928),Others,-,-
,4,0.025,0.025,0.02075,0.02075,0,(+) Rhamnose,,0,1928,CRISPRi Mutants,_,1928_0,WQ49_RS16475,sporulation protein,WQ49_RS16475,WQ49_RS16475,K562_RS22220,928,928,(,),1928(928),Others,-,-
,5,0.042,0.042,0.042,0.042,0,(+) Rhamnose,,0,1928,CRISPRi Mutants,_,1928_0,WQ49_RS16475,sporulation protein,WQ49_RS16475,WQ49_RS16475,K562_RS22220,928,928,(,),1928(928),Others,-,-
,6,0.078,0.078,0.078,0.078,0,(+) Rhamnose,,0,1928,CRISPRi Mutants,_,1928_0,WQ49_RS16475,sporulation protein,WQ49_RS16475,WQ49_RS16475,K562_RS22220,928,928,(,),1928(928),Others,-,-
,6.5,0.106,0.106,0.106,0.106,0,(+) Rhamnose,,0,1928,CRISPRi Mutants,_,1928_0,WQ49_RS16475,sporulation protein,WQ49_RS16475,WQ49_RS16475,K562_RS22220,928,928,(,),1928(928),Others,-,-
,7,0.143,0.143,0.143,0.143,0,(+) Rhamnose,,0,1928,CRISPRi Mutants,_,1928_0,WQ49_RS16475,sporulation protein,WQ49_RS16475,WQ49_RS16475,K562_RS22220,928,928,(,),1928(928),Others,-,-
,7.5,0.193,0.193,0.193,0.193,0,(+) Rhamnose,,0,1928,CRISPRi Mutants,_,1928_0,WQ49_RS16475,sporulation protein,WQ49_RS16475,WQ49_RS16475,K562_RS22220,928,928,(,),1928(928),Others,-,-
,8,0.259,0.259,0.259,0.259,0,(+) Rhamnose,,0,1928,CRISPRi Mutants,_,1928_0,WQ49_RS16475,sporulation protein,WQ49_RS16475,WQ49_RS16475,K562_RS22220,928,928,(,),1928(928),Others,-,-
,8.5,0.342,0.342,0.342,0.342,0,(+) Rhamnose,,0,1928,CRISPRi Mutants,_,1928_0,WQ49_RS16475,sporulation protein,WQ49_RS16475,WQ49_RS16475,K562_RS22220,928,928,(,),1928(928),Others,-,-
,9,0.446,0.446,0.446,0.446,0,(+) Rhamnose,,0,1928,CRISPRi Mutants,_,1928_0,WQ49_RS16475,sporulation protein,WQ49_RS16475,WQ49_RS16475,K562_RS22220,928,928,(,),1928(928),Others,-,-
,9.5,0.566,0.566,0.566,0.566,0,(+) Rhamnose,,0,1928,CRISPRi Mutants,_,1928_0,WQ49_RS16475,sporulation protein,WQ49_RS16475,WQ49_RS16475,K562_RS22220,928,928,(,),1928(928),Others,-,-
,10,0.659,0.659,0.659,0.659,0,(+) Rhamnose,,0,1928,CRISPRi Mutants,_,1928_0,WQ49_RS16475,sporulation protein,WQ49_RS16475,WQ49_RS16475,K562_RS22220,928,928,(,),1928(928),Others,-,-
,10.5,0.747,0.747,0.747,0.747,0,(+) Rhamnose,,0,1928,CRISPRi Mutants,_,1928_0,WQ49_RS16475,sporulation protein,WQ49_RS16475,WQ49_RS16475,K562_RS22220,928,928,(,),1928(928),Others,-,-
,11,0.826,0.826,0.826,0.826,0,(+) Rhamnose,,0,1928,CRISPRi Mutants,_,1928_0,WQ49_RS16475,sporulation protein,WQ49_RS16475,WQ49_RS16475,K562_RS22220,928,928,(,),1928(928),Others,-,-
,11.5,0.895,0.895,0.895,0.895,0,(+) Rhamnose,,0,1928,CRISPRi Mutants,_,1928_0,WQ49_RS16475,sporulation protein,WQ49_RS16475,WQ49_RS16475,K562_RS22220,928,928,(,),1928(928),Others,-,-
,12,0.956,0.956,0.956,0.956,0,(+) Rhamnose,,0,1928,CRISPRi Mutants,_,1928_0,WQ49_RS16475,sporulation protein,WQ49_RS16475,WQ49_RS16475,K562_RS22220,928,928,(,),1928(928),Others,-,-
,12.5,1.004,1.004,1.004,1.004,0,(+) Rhamnose,,0,1928,CRISPRi Mutants,_,1928_0,WQ49_RS16475,sporulation protein,WQ49_RS16475,WQ49_RS16475,K562_RS22220,928,928,(,),1928(928),Others,-,-
,13,1.044,1.044,1.044,1.044,0,(+) Rhamnose,,0,1928,CRISPRi Mutants,_,1928_0,WQ49_RS16475,sporulation protein,WQ49_RS16475,WQ49_RS16475,K562_RS22220,928,928,(,),1928(928),Others,-,-
,13.5,1.075,1.075,1.075,1.075,0,(+) Rhamnose,,0,1928,CRISPRi Mutants,_,1928_0,WQ49_RS16475,sporulation protein,WQ49_RS16475,WQ49_RS16475,K562_RS22220,928,928,(,),1928(928),Others,-,-
,14,1.091,1.091,1.091,1.091,0,(+) Rhamnose,,0,1928,CRISPRi Mutants,_,1928_0,WQ49_RS16475,sporulation protein,WQ49_RS16475,WQ49_RS16475,K562_RS22220,928,928,(,),1928(928),Others,-,-
,14.5,1.106,1.106,1.106,1.106,0,(+) Rhamnose,,0,1928,CRISPRi Mutants,_,1928_0,WQ49_RS16475,sporulation protein,WQ49_RS16475,WQ49_RS16475,K562_RS22220,928,928,(,),1928(928),Others,-,-
,15,1.116,1.116,1.116,1.116,0,(+) Rhamnose,,0,1928,CRISPRi Mutants,_,1928_0,WQ49_RS16475,sporulation protein,WQ49_RS16475,WQ49_RS16475,K562_RS22220,928,928,(,),1928(928),Others,-,-
,15.5,1.126,1.126,1.126,1.126,0,(+) Rhamnose,,0,1928,CRISPRi Mutants,_,1928_0,WQ49_RS16475,sporulation protein,WQ49_RS16475,WQ49_RS16475,K562_RS22220,928,928,(,),1928(928),Others,-,-
