OperonID	GI	Synonym	Start	End	Strand	Length	COG_number	Product
452864	206561968	BCAM0098	110096	110911	-	271	COG0395G	putative ABC transporter system permease
452864	206561969	BCAM0099	110911	111870	-	319	COG1175G	putative ABC transporter system permease
452864	206561970	BCAM0100	111854	113119	-	421	COG1653G	putative periplasmic solute-binding protein
452865	206561971	BCAM0101	113331	114290	-	319	COG3618R	putative amidohydrolase
452865	206561972	BCAM0102	114292	115239	-	315	COG3391S	hypothetical protein
452865	206561973	BCAM0103	115280	116572	-	430	COG2271G	major facilitator superfamily protein
452866	206561974	BCAM0104	116670	117587	-	305	COG0329EM	putative dihydrodipicolinate synthase
452866	206561975	BCAM0105	117596	118768	-	390	COG4948MR	putative mandelate racemase/muconate lactonizing enzyme
452866	206561976	BCAM0106	118818	119873	-	351	COG1995H	4-hydroxythreonine-4-phosphate dehydrogenase
452867	206561980	BCAM0110	123339	124424	-	361	COG0642T	two-component regulatory system sensor kinase protein
452867	206561981	BCAM0111	124421	125158	-	245	COG0745TK	two-component regulatory system response regulator protein
452868	206561982	BCAM0112	125740	127071	+	443	COG1231E	amine oxidase
452868	206561983	BCAM0113	127064	127741	+	225	COG2863C	putative cytochrome c precursor
452868	206561984	BCAM0114	127777	128451	+	224	-	hypothetical protein
452868	206561985	BCAM0115	128525	129127	+	200	-	TetR family regulatory protein
452869	206561986	BCAM0116	129372	130205	+	277	-	putative phytanoyl-CoA dioxygenase protein
452869	206561987	BCAM0117	130222	130635	+	137	COG0251J	putative endoribonuclease
452870	206561990	BCAM0120	134201	136561	+	786	COG1033R	hypothetical protein
452870	206561991	BCAM0121	136593	136877	+	94	-	putative lipoprotein
452870	206561992	BCAM0122	136908	137876	+	322	COG4447R	BNR/Asp-box repeat protein
452870	206561993	BCAM0123	137944	139398	+	484	COG1231E	putative amine oxidase
452870	206561994	BCAM0124	139399	140070	+	223	COG2863C	putative cytochrome c precursor
452871	206561995	BCAM0125	140244	141374	+	376	COG3268S	saccharopine dehydrogenase family protein
452871	206561996	BCAM0126	141417	142970	+	517	COG0318IQ	putative AMP-binding protein
452871	206561997	BCAM0127	142996	144237	+	413	COG0183I	putative thiolase
452872	206562006	BCAM0136	156329	157312	+	327	COG0583K	LysR family regulatory protein
452872	206562007	BCAM0137	157361	157738	+	125	-	putative phospholipid-binding exported protein
452873	206562008	BCAM0138	158225	158899	+	224	COG0406G	phosphoglycerate mutase family protein
452873	206562009	BCAM0139	158919	159950	+	343	COG3173R	putative phosphotransferase family protein
452873	206562010	BCAM0140	159982	160764	+	260	COG1028IQR	short chain dehydrogenase
452873	206562011	BCAM0141	160772	161530	+	252	COG1028IQR	putative short-chain dehydrogenase
452873	206562012	BCAM0142	161570	162814	+	414	COG1960I	putative acyl-CoA dehydrogenase family protein
452873	206562013	BCAM0143	162891	163796	+	301	COG0583K	LysR family regulatory protein
452874	206562018	BCAM0148	169626	172472	+	948	COG3501S	hypothetical protein
452874	206562019	BCAM0149	172476	174527	+	683	COG1502I	putative phospholipase D protein
452874	206562020	BCAM0150	174531	175838	+	435	COG0790R	putative lipoprotein
452875	206562023	BCAM0154	179571	180407	+	278	COG3717G	5-keto-4-deoxyuronate isomerase
452875	206562024	BCAM0155	180412	181218	+	268	COG1028IQR	2-deoxy-D-gluconate 3-dehydrogenase
452875	206562025	BCAM0156	181278	182174	+	298	COG1414K	transcriptional regulator KdgR
452876	206562042	BCAM0173	198931	200328	-	465	COG0513LKJ	ATP-dependent RNA helicase DbpA
452876	206562043	BCAM0174	200325	200522	-	65	-	hypothetical protein
452877	206562045	BCAM0175a	202997	203302	-	101	-	putative lipoprotein
452877	206562046	BCAM0176	203373	203861	-	162	COG1522K	AnsC family regulatory protein
452878	206562047	BCAM0177	203990	205027	+	345	COG0123BQ	acetylpolyamine aminohydrolase
452878	206562048	BCAM0178	205096	206238	+	380	COG0683E	putative periplasmic solute-binding protein
452879	206562051	BCAM0181	209163	210236	+	357	COG0753P	putative catalase
452879	206562052	BCAM0182	210233	210799	+	188	COG3038C	putative cytochrome b561
452880	206562060	BCAM0190	221495	222841	-	448	COG0161H	hypothetical protein
452880	206562061	BCAM0191	222898	224259	-	453	COG1020Q	putative non-ribosomal peptide synthetase
452881	206562062	BCAM0192	224656	225438	+	260	-	hypothetical protein
452881	206562063	BCAM0193	225435	225824	+	129	-	hypothetical protein
452881	206562064	BCAM0194	225821	226747	+	308	-	hypothetical protein
452881	206562065	BCAM0195	226757	230323	+	1188	COG1020Q	putative non-ribosomal peptide synthetase
452881	206562066	BCAM0196	230379	230867	+	162	-	hypothetical protein
452882	206562069	BCAM0199	232941	234377	+	478	COG1538MU	outer membrane efflux protein
452882	206562070	BCAM0200	234437	235561	+	374	COG1566V	efflux system transport protein
452882	206562071	BCAM0201	235558	237141	+	527	COG2814G	major facilitator superfamily protein
452883	206562073	BCAM0203	238348	239397	-	349	-	hypothetical protein
452883	206562074	BCAM0204	239387	240682	-	431	-	putative polysaccharide biosynthesis transporter protein
452883	206562075	BCAM0205	240679	241842	-	387	COG2327S	hypothetical protein
452883	206562076	BCAM0206	241842	243065	-	407	COG0438M	glycosyltransferase
452883	206562077	BCAM0207	243062	245335	-	757	COG0489D	putative tyrosine-protein kinase
452883	206562078	BCAM0208	245332	245838	-	168	COG0394T	putative protein-tyrosine-phosphatase
452883	206562079	BCAM0209	245838	246986	-	382	COG1596M	putative capsular polysaccharide transport protein
452884	206562081	BCAM0211	248852	249754	-	300	-	hypothetical protein
452884	206562082	BCAM0212	249782	251356	-	524	COG5010U	hypothetical protein
452885	206562083	BCAM0213	251708	252022	+	104	-	hypothetical protein
452885	206562084	BCAM0214	252025	252825	+	266	COG3306M	putative glycosyltransferase
452886	206562086	BCAM0216	254723	255043	-	106	COG5606S	hypothetical protein
452886	206562087	BCAM0217	255040	255381	-	113	-	hypothetical protein
452887	206562097	BCAM0229	285989	287419	+	476	COG4191T	two-component regulatory system sensor kinase protein
452887	206562098	BCAM0230A	287416	288060	+	214	COG4566T	two-component regulatory system response regulator protein
452888	206562101	BCAM0233	290334	290681	+	115	COG0640K	ArsR family regulatory protein
452888	206562102	BCAM0234	290704	291198	+	164	COG0394T	putative arsenate reductase
452888	206562103	BCAM0235	291263	292360	+	365	COG0798P	putative sodium bile acid symporter family protein
452888	206562104	BCAM0236	292357	293079	+	240	COG0431R	putative NADPH-dependent FMN reductase
452889	206562111	BCAM0241	298612	299541	-	309	COG0332I	putative 3-oxoacyl-[acyl-carrier-protein] synthase
452889	206562112	BCAM0242	299535	300578	-	347	COG0332I	hypothetical protein
452889	206562113	BCAM0243	300575	301168	-	197	COG1670J	hypothetical protein
452889	206562114	BCAM0244	301165	302283	-	372	COG1960I	putative acyl-CoA dehydrogenase
452890	206562115	BCAM0246	303100	303495	+	131	COG2963L	putative transposase
452890	206562116	BCAM0247	303492	303839	+	115	COG3436L	putative transposase
452890	206562117	BCAM0248	303891	305462	+	523	COG3436L	putative transposase
452891	206562119	BCAM0252	307702	308637	-	311	COG0332I	putative 3-oxoacyl-[acyl-carrier-protein] synthase
452891	206562120	BCAM0253	308634	309659	-	341	COG0332I	putative 3-oxoacyl-[acyl-carrier-protein] synthase
452891	206562121	BCAM0254	309643	309921	-	92	-	putative acyl carrier protein
452891	206562122	BCAM0255	309952	311208	-	418	COG1960I	putative acyl-CoA dehydrogenase
452892	206562124	BCAM0257	312675	312956	-	93	-	putative transcriptional regulator
452892	206562125	BCAM0258	312973	313272	-	99	COG1476K	repressor protein
452893	206562127	BCAM0260	313884	314672	+	262	COG0559E	putative amino acid transporter
452893	206562128	BCAM0261	314763	315836	+	357	COG4177E	putative branched-chain amino acid transporter
452893	206562129	BCAM0262	315836	316570	+	244	COG0411E	ABC transporter ATP-binding protein
452893	206562130	BCAM0263	316557	317312	+	251	COG0410E	ABC transporter ATP-binding protein
452893	206562131	BCAM0264	317309	318487	+	392	COG0683E	hypothetical protein
452894	206562132	BCAM0265	318540	319955	+	471	COG0154J	putative amidase
452894	206562133	BCAM0266	319952	320497	+	181	-	hypothetical protein
452894	206562134	BCAM0267	320550	321584	+	344	COG3203M	putative porin
452894	206562135	BCAM0268	321591	321815	+	74	COG5642S	hypothetical protein
452895	206562137	BCAM0271	323992	324261	+	89	COG4453S	hypothetical protein
452895	206562138	BCAM0272	324258	324746	+	162	COG2153R	putative acetyltransferase
452896	206562145	BCAM0280	331489	332139	+	216	COG2823R	putative phospholipid-binding protein
452896	206562146	BCAM0280A	332176	332379	+	67	-	hypothetical protein
452897	206562149	BCAM0283	334767	335774	-	335	COG1611R	putative lysine decarboxylase
452897	206562150	BCAM0284	335806	336141	-	111	COG4654C	putative cytochrome c
452897	206562151	BCAM0285	336161	337168	-	335	-	hypothetical protein
452898	206562154	BCAM0288	339443	340090	-	215	COG2197TK	two-component regulatory system response regulator protein
452898	206562155	BCAM0289	340087	342084	-	665	COG4585T	two-component regulatory system sensor kinase protein
452899	206562157	BCAM0291	342879	343712	-	277	COG0589T	putative universal stress protein
452899	206562158	BCAM0292	343709	344212	-	167	COG0589T	putative universal stress protein
452899	206562159	BCAM0293	344282	345481	-	399	COG0282C	putative acetate kinase
452899	206562160	BCAM0294	345490	346329	-	279	COG0589T	putative universal stress protein
452900	206562161	BCAM0295	346519	347052	+	177	-	hypothetical protein
452900	206562162	BCAM0296	347042	347788	+	248	COG1028IQR	acetoacetyl-CoA reductase
452900	206562163	BCAM0297	347785	349605	+	606	COG3243I	putative poly(3-hydroxyalkanoate) polymerase
452900	206562164	BCAM0298	349602	350633	+	343	COG0280C	putative phosphate acetyl/butyryl transferase
452901	206562168	BCAM0302	353629	354753	-	374	COG0842V	putative ABC transporter protein
452901	206562169	BCAM0303	354756	357548	-	930	COG1131V	ABC transporter ATP-binding membrane protein
452901	206562170	BCAM0304	357557	358630	-	357	COG1566V	transporter system transport protein
452901	206562171	BCAM0305	358627	360123	-	498	COG1538MU	outer membrane transport system protein
452902	206562173	BCAM0307	360777	361424	+	215	COG2823R	hypothetical protein
452902	206562174	BCAM0308	361465	361974	+	169	-	hypothetical protein
452902	206562175	BCAM0309	362008	363915	+	635	COG0465O	putative cell division-related metallo peptidase
452903	206562178	BCAM0312	367028	367816	+	262	COG0726G	putative polysaccharide deacetylase
452903	206562179	BCAM0313	367813	369069	+	418	COG1306S	hypothetical protein
452904	206562186	BCAM0320	375658	376224	-	188	COG3038C	putative cytochrome b561
452904	206562187	BCAM0321	376268	376642	-	124	COG3783C	hypothetical protein
452905	206562188	BCAM0322	376806	377468	+	220	COG0745TK	two-component regulatory system response regulator protein
452905	206562189	BCAM0323	377465	378817	+	450	COG0642T	two-component regulatory system sensor kinase protein
452906	206562190	BCAM0324	379651	380298	+	215	-	putative type IV secretion system protein VirB1
452906	206562191	BCAM0325	380323	380676	+	117	-	putative type IV secretion system protein VirB2
452906	206562192	BCAM0326	380678	381016	+	112	COG3702U	putative type IV secretion system protein VirB3
452906	206562193	BCAM0327	381018	383498	+	826	COG3451U	putative type IV secretion system protein VirB4
452906	206562194	BCAM0328	383495	384646	+	383	COG3704U	putative type IV secretion system protein VirB6
452906	206562195	BCAM0329	384662	385372	+	236	-	hypothetical protein
452906	206562196	BCAM0330	385384	385557	+	57	-	putative lipoprotein
452906	206562197	BCAM0331	385554	386258	+	234	COG3736U	putative type IV secretion system protein VirB8
452906	206562198	BCAM0332	386255	387079	+	274	COG3504U	putative type IV secretion system protein VirB9
452906	206562199	BCAM0333	387072	388295	+	407	COG2948U	putative type IV secretion system protein VirB10
452906	206562200	BCAM0334	388346	389443	+	365	COG0630NU	putative type IV secretion system protein VirB11
452907	206562202	BCAM0338	393441	394451	+	336	-	hypothetical protein
452907	206562203	BCAM0339	394458	394976	+	172	-	hypothetical protein
452907	206562204	BCAM0340	394978	396033	+	351	-	hypothetical protein
452908	206562210	BCAM0346	400441	400692	+	83	-	hypothetical protein
452908	206562211	BCAM0347	400695	401111	+	138	COG1487R	putative PIN-domain-containing protein
452909	206562219	BCAM0358	408444	408743	+	99	COG0640K	ArsR family regulatory protein
452909	206562220	BCAM0359	408764	410116	+	450	COG0076E	putative pyridoxal-dependent decarboxylase
452910	206562222	BCAM0361	411182	412405	+	407	COG0624E	allantoate amidohydrolase
452910	206562223	BCAM0362	412444	412992	+	182	COG3837S	hypothetical protein
452911	206562224	BCAM0363	413319	415784	+	821	COG3537G	putative lipoprotein
452911	206562225	BCAM0364	415850	418528	+	892	COG3537G	putative lipoprotein
452912	206562228	BCAM0367	420559	420867	-	102	COG4541S	putative branched-chain amino acid transport protein
452912	206562229	BCAM0368	420860	421594	-	244	COG1296E	putative branched-chain amino acid transport protein
452913	206562236	BCAM0375	425980	427413	-	477	COG2814G	major facilitator superfamily protein
452913	206562237	BCAM0376	427436	428137	-	233	COG1853R	hypothetical protein
452914	206562238	BCAM0377	428349	428675	+	108	COG0526OC	putative thioredoxin
452914	206562239	BCAM0378	428686	429105	+	139	COG0432S	hypothetical protein
452915	206562240	BCAM0379	429194	431014	-	606	COG0642T	hybrid two-component system kinase-response regulator protein
452915	206562241	BCAM0380	431016	431519	-	167	COG3915S	hypothetical protein
452915	206562242	BCAM0381	431588	432463	-	291	COG0745TK	two-component regulatory system response regulator protein
452916	206562250	BCAM0389	440495	441928	+	477	COG1785P	putative alkaline phosphatase
452916	206562251	BCAM0390	441961	443352	+	463	COG1785P	putative alkaline phosphatase
452916	206562252	BCAM0391	443369	444112	+	247	-	hypothetical protein
452917	206562253	BCAM0392	444218	445357	-	379	COG1835I	putative acetyltransferase
452917	206562254	BCAM0393	445354	446160	-	268	COG2602V	putative beta-lactamase
452918	206562255	BCAM0394	446486	446836	+	116	-	hypothetical protein
452918	206562256	BCAM0395	446887	447531	+	214	-	hypothetical protein
452919	206562258	BCAM0397	448563	449915	+	450	COG4949	hypothetical protein
452919	206562259	BCAM0398	449959	450150	+	63	-	hypothetical protein
452920	206562261	BCAM0400	451300	451959	+	219	COG0288P	carbonic anhydrase
452920	206562262	BCAM0401	451990	452460	+	156	COG1513P	cyanate hydratase
452921	206562269	BCAM0408	458105	460552	-	815	COG3511M	putative phospholipase C
452921	206562270	BCAM0408a	460594	460854	-	86	-	hypothetical protein
452922	206562271	BCAM0409	460900	461577	-	225	COG0560E	hypothetical protein
452922	206562272	BCAM0410	461601	462545	-	314	COG2113E	putative glycine betaine transporter
452923	206562278	BCAM0415	466954	468444	-	496	COG1012C	betaine aldehyde dehydrogenase
452923	206562279	BCAM0416	468458	469408	-	316	COG0010E	putative agmatinase
452924	206562287	BCAM0424	477855	478970	+	371	COG0687E	putative polyamine transport protein
452924	206562288	BCAM0425	479059	480657	+	532	-	hypothetical protein
452925	206562291	BCAM0428	483469	484332	-	287	-	hypothetical protein
452925	206562292	BCAM0429	484373	484747	-	124	-	hypothetical protein
452925	206562293	BCAM0430	484765	485106	-	113	COG1733K	putative transcriptional regulator
452926	206562295	BCAM0432	486002	486388	+	128	-	hypothetical protein
452926	206562296	BCAM0433	486444	487772	+	442	COG1538MU	efflux system outer membrane protein
452926	206562297	BCAM0434	487784	489319	+	511	COG0845M	putative cation efflux protein
452926	206562298	BCAM0435	489316	492522	+	1068	COG3696P	cation efflux system protein
452926	206562299	BCAM0436	492519	492887	+	122	COG5569S	hypothetical protein
452927	206562301	BCAM0438	494360	494635	+	91	COG1937S	hypothetical protein
452927	206562302	BCAM0439	494648	495667	+	339	COG1230P	putative cation efflux protein
452927	206562303	BCAM0440	495670	495855	+	61	COG3313R	hypothetical protein
452928	206562305	BCAM0442	497179	498588	-	469	COG0642T	two-component regulatory system sensor kinase protein
452928	206562306	BCAM0443	498585	499256	-	223	COG0745TK	two-component regulatory system response regulator protein
452929	206562308	BCAM0445	499929	500216	+	95	-	hypothetical protein
452929	206562309	BCAM0446	500213	501727	+	504	COG1538MU	outer membrane efflux protein
452929	206562310	BCAM0447	501729	503024	+	431	COG2132Q	putative exported multicopper oxidase
452930	206562311	BCAM0448	503091	503447	+	118	COG5569S	hypothetical protein
452930	206562312	BCAM0449	503462	503842	+	126	COG2372R	putative copper-resistance exported protein
452930	206562313	BCAM0450	503839	504780	+	313	-	putative copper-resistance membrane protein
452931	206562315	BCAM0452	507468	509315	+	615	COG2939E	family S10 serine peptidase
452931	206562316	BCAM0453	509371	509790	+	139	-	hypothetical protein
452932	206562320	BCAM0460	514641	515411	-	256	COG1126E	putative amino acid ABC transporter ATP-binding protein
452932	206562321	BCAM0461	515408	516058	-	216	COG0765E	putative amino acid ABC transporter permease
452932	206562322	BCAM0462	516062	516901	-	279	COG0834ET	cystine-binding periplasmic protein precursor
452932	206562323	BCAM0463	516957	518120	-	387	COG0626E	putative cystathionine beta-lyase
452933	206562327	BCAM0467	521966	522460	+	164	-	hypothetical protein
452933	206562328	BCAM0468	522498	523517	+	339	-	hypothetical protein
452933	206562329	BCAM0469	523568	525034	+	488	COG1012C	putative aldehyde dehydrogenase
452933	206562330	BCAM0470	525042	526109	+	355	COG1454C	maleylacetate reductase
452934	206562331	BCAM0471	526217	526528	+	103	COG2350S	hypothetical protein
452934	206562332	BCAM0472	526532	526867	+	111	COG2146PR	Rieske [2Fe-2S] protein
452935	206562335	BCAM0475	528639	529442	+	267	-	hypothetical protein
